,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageFinish,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MiscVal,YrSold,SalePrice,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NoGarage,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
32,20,3,85.0,11049,0,4,0,0,8,5,2007,2007,0.0,4,3,5,3,3,1,0,1234,1234,5,1,4,1234,0,1234,0,2,0,3,1,4,7,0,0.0,2,484,3,3,0,30,0,0,0,0,2008,179900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33,20,3,70.0,10552,0,3,0,0,5,5,1959,1959,0.0,3,3,3,3,1,3,1018,380,1398,4,1,4,1700,0,1700,0,1,1,4,1,4,6,1,0.0,2,447,3,3,0,38,0,0,0,0,2010,165500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34,120,3,60.0,7313,0,4,0,0,9,5,2005,2005,246.0,5,3,5,3,1,6,1153,408,1561,5,1,4,1561,0,1561,1,2,0,2,1,5,6,1,0.0,3,556,3,3,203,47,0,0,0,0,2007,277500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35,60,3,108.0,13418,0,4,0,0,8,5,2004,2005,132.0,4,3,5,3,3,1,0,1117,1117,5,1,4,1132,1320,2452,0,3,1,4,1,4,9,1,0.0,3,691,3,3,113,32,0,0,0,0,2006,309000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36,20,3,112.0,10859,0,4,0,0,5,5,1994,1995,0.0,3,3,4,3,1,1,0,1097,1097,5,1,4,1097,0,1097,0,1,1,3,1,3,6,0,1.0,1,672,3,3,392,64,0,0,0,0,2009,145000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37,20,3,74.0,8532,0,4,0,0,5,6,1954,1990,650.0,3,3,3,3,1,3,1213,84,1297,4,1,4,1297,0,1297,0,1,0,3,1,3,5,1,0.0,3,498,3,3,0,0,0,0,0,0,2009,153000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
38,20,3,68.0,7922,0,4,0,0,5,7,1953,2007,0.0,3,4,3,3,1,6,731,326,1057,3,1,4,1057,0,1057,1,1,0,3,1,4,5,0,0.0,1,246,3,3,0,52,0,0,0,0,2010,109000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,90,3,65.0,6040,0,4,0,0,4,5,1955,1955,0.0,3,3,0,0,0,0,0,0,0,3,0,1,1152,0,1152,0,2,0,2,2,2,6,0,0.0,0,0,0,1,0,0,0,0,0,0,2008,82000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
40,20,3,84.0,8658,0,4,0,0,6,5,1965,1965,101.0,3,3,3,3,1,3,643,445,1088,5,1,4,1324,0,1324,0,2,0,3,1,3,6,1,0.0,2,440,3,3,0,138,0,0,2,0,2006,160000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,20,3,115.0,16905,0,4,0,0,5,6,1959,1959,0.0,3,4,3,3,4,4,967,383,1350,4,1,4,1328,0,1328,0,1,1,2,1,3,5,2,0.0,2,308,3,2,0,104,0,0,0,0,2007,170000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42,85,3,59.91111111111111,9180,0,3,0,0,5,7,1983,1983,0.0,3,3,4,3,3,5,747,0,840,4,1,4,884,0,884,1,1,0,2,1,4,5,0,0.0,2,504,4,3,240,0,0,0,3,0,2007,144000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43,20,3,59.91111111111111,9200,0,3,0,0,5,6,1975,1980,0.0,3,3,4,3,3,2,280,167,938,3,1,4,938,0,938,1,1,0,3,1,3,5,0,2.0,1,308,3,3,145,0,0,0,3,0,2008,130250,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
44,20,3,70.0,7945,0,4,0,0,5,6,1959,1959,0.0,3,3,3,3,1,5,179,465,1150,5,1,3,1150,0,1150,1,1,0,3,1,3,6,0,0.0,2,300,3,3,0,0,0,0,0,0,2006,141000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45,120,3,61.0,7658,0,4,0,0,9,5,2005,2005,412.0,5,3,5,3,1,6,456,1296,1752,5,1,4,1752,0,1752,1,2,0,2,1,5,6,1,0.0,2,576,3,3,196,82,0,0,0,0,2010,319900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46,50,3,48.0,12822,0,3,0,0,7,5,2003,2003,0.0,4,3,5,3,1,6,1351,83,1434,5,1,4,1518,631,2149,1,1,1,1,1,4,6,1,0.0,2,670,3,3,168,43,0,198,0,0,2009,239686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,20,1,84.0,11096,0,4,0,0,8,5,2006,2006,0.0,4,3,4,3,3,6,24,1632,1656,5,1,4,1656,0,1656,0,2,0,3,1,4,7,0,0.0,2,826,3,3,0,146,0,0,0,0,2007,249700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
48,190,4,33.0,4456,0,4,0,0,4,5,1920,2008,0.0,3,3,3,3,1,1,0,736,736,4,1,4,736,716,1452,0,2,0,2,3,3,8,0,0.0,0,0,0,1,0,0,102,0,0,0,2009,113000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
49,20,3,66.0,7742,0,4,0,0,5,7,1966,1966,0.0,3,3,3,3,1,4,763,192,955,5,1,4,955,0,955,1,1,0,3,1,3,6,0,0.0,1,386,3,3,0,0,0,0,3,0,2007,127000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50,60,3,84.03980099502488,13869,0,2,0,0,6,6,1997,1997,0.0,3,3,4,3,3,6,182,612,794,4,1,4,794,676,1470,0,2,0,3,1,3,6,0,0.0,3,388,3,3,0,75,0,0,0,0,2007,177000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
51,50,4,52.0,6240,0,4,0,0,6,6,1934,1950,0.0,3,3,3,3,1,1,0,816,816,3,1,4,816,0,1176,0,1,0,3,1,3,6,1,51.0,1,528,3,3,112,0,0,0,3,400,2006,114500,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
52,90,4,110.0,8472,0,2,1,1,5,5,1963,1963,0.0,2,3,4,3,4,2,104,0,816,3,0,4,816,0,816,1,1,0,2,1,3,5,0,0.0,1,516,3,3,106,0,0,0,0,0,2010,110000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
53,20,3,68.0,50271,0,3,1,0,9,5,1981,1987,0.0,4,3,5,3,4,6,1810,32,1842,4,1,4,1842,0,1842,2,0,1,0,1,4,5,1,0.0,3,894,3,3,857,72,0,0,0,0,2006,385000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
54,80,3,60.0,7134,0,4,1,1,5,5,1955,1955,0.0,3,3,3,3,1,5,384,0,384,3,1,4,1360,0,1360,0,1,0,3,1,3,6,1,7.0,1,572,3,3,0,50,0,0,3,0,2007,130000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
55,20,3,100.0,10175,0,3,0,0,6,5,1964,1964,272.0,3,3,3,3,1,4,490,935,1425,4,1,4,1425,0,1425,0,2,0,3,1,3,7,1,0.0,2,576,3,3,0,0,0,0,0,0,2008,180500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
56,160,1,24.0,2645,1,4,0,0,8,5,1999,2000,456.0,4,3,4,3,1,6,649,321,970,5,1,4,983,756,1739,1,2,1,3,1,4,7,0,0.0,3,480,3,3,115,0,0,0,0,0,2009,172500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57,60,3,89.0,11645,0,3,0,0,7,5,2004,2004,0.0,4,3,4,3,1,1,0,860,860,5,1,4,860,860,1720,0,2,1,3,1,4,7,0,0.0,2,565,3,3,0,70,0,0,0,0,2006,196500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
58,60,3,66.0,13682,0,2,1,0,10,5,2006,2006,1031.0,5,3,5,3,4,1,0,1410,1410,5,1,4,1426,1519,2945,0,3,1,3,1,4,10,1,0.0,3,641,3,3,192,0,37,0,0,0,2006,438780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
59,20,3,60.0,7200,0,4,1,0,5,7,1972,1972,0.0,3,3,3,3,3,5,632,148,780,5,1,4,780,0,780,0,1,0,2,1,3,4,0,1.0,1,352,3,3,196,0,0,0,3,0,2008,124900,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60,20,3,63.0,13072,0,4,0,0,6,5,2004,2004,0.0,3,3,4,3,1,5,941,217,1158,5,1,4,1158,0,1158,1,1,1,3,1,4,5,0,2.0,1,576,3,3,0,50,0,0,0,0,2006,158000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
61,75,4,60.0,7200,0,4,0,0,5,7,1920,1996,0.0,3,3,3,2,1,1,0,530,530,3,0,4,581,530,1111,0,1,0,3,1,2,6,0,15.0,1,288,3,1,0,0,144,0,0,0,2007,101000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
62,120,3,44.0,6442,0,3,0,0,8,5,2006,2006,178.0,4,3,4,4,2,6,24,1346,1370,5,1,4,1370,0,1370,0,2,0,2,1,4,6,1,0.0,2,484,3,3,120,49,0,0,0,0,2007,202500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
63,70,4,50.0,10300,0,3,1,0,7,6,1921,1950,0.0,3,3,3,3,1,1,0,576,576,4,1,4,902,808,1710,0,2,0,3,1,3,9,0,69.0,1,480,3,3,12,11,64,0,4,0,2010,140000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
64,60,3,67.7156862745098,9375,0,4,0,0,7,5,1997,1998,573.0,3,3,4,3,1,6,739,318,1057,5,1,4,1057,977,2034,1,2,1,3,1,4,8,0,1.0,2,645,3,3,576,36,0,0,4,0,2009,219500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
65,60,3,76.0,9591,0,4,0,0,8,5,2004,2005,344.0,4,3,5,3,3,1,0,1143,1143,5,1,4,1143,1330,2473,0,2,1,4,1,4,9,1,0.0,2,852,3,3,192,151,0,0,0,0,2007,317000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
66,20,3,67.7156862745098,19900,0,4,0,0,7,5,1970,1989,287.0,3,3,4,3,4,6,912,1035,1947,3,1,4,2207,0,2207,1,2,0,3,1,3,7,1,0.0,2,576,3,3,301,0,0,0,0,0,2010,180000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67,20,3,72.0,10665,0,3,0,0,7,5,2003,2003,167.0,4,3,4,3,3,6,1013,440,1453,5,1,4,1479,0,1479,1,2,0,3,1,4,7,0,0.0,2,558,3,3,144,29,0,0,0,0,2007,226000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
68,30,4,47.0,4608,0,4,0,0,4,6,1945,1950,0.0,3,4,3,3,1,1,0,747,747,3,1,4,747,0,747,0,1,0,2,1,3,4,0,0.0,1,220,3,3,0,0,0,0,0,0,2010,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
